62016CJ0267,Judgment of the Court (Grand Chamber) of 23 January 2018,Grand Chamber,Albert Buhagiar and Others v Minister for Justice,Request for a preliminary ruling from the Supreme Court of Gibraltar,Reference for a preliminary ruling — Territorial scope of EU law — Article 355(3) TFEU — Act concerning the Conditions of Accession of the Kingdom of Denmark; Ireland and the United Kingdom of Great Britain and Northern Ireland and the Adjustments to the Treaties — Article 29 — Point 4 of Section I of Annex I — Exclusion of Gibraltar from the customs territory of the European Union — Implications — Directive 91/477/EEC — Article 1(4) — Article 12(2) — Annex II — European firearms pass — Hunting and target shooting activities — Applicability to the territory of Gibraltar — Obligation to transpose — No such obligation — Validity,Case C-267/16,ECLI identifier: ECLI:EU:C:2018:26,13/05/2016,23/01/2018,United Kingdom,Ilešič,Mengozzi,ADH
61990CJ0070,Judgment of the Court of 13 October 1992,,  Kingdom of Spain v Council of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-70/90,ECLI identifier: ECLI:EU:C:1992:382,19/03/1990,13/10/1992,Spain,Mancini,Lenz,ADH
61989CJ0313,Judgment of the Court of 7 November 1991,,  Commission of the European Communities v Kingdom of Spain,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-313/89,ECLI identifier: ECLI:EU:C:1991:415,11/10/1989,07/11/1991,Spain,Grévisse,Lenz,ADH
61989CJ0146,Judgment of the Court of 9 July 1991,,  Commission of the European Communities v United Kingdom of Great Britain and Northern Ireland,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-146/89,ECLI identifier: ECLI:EU:C:1991:294,24/04/1989,09/07/1991,United Kingdom,Mancini,Lenz,ADH
61989CJ0355,Judgment of the Court of 3 July 1991,,  Department of Health and Social Security v Christopher Stewart Barr and Montrose Holdings Ltd,  Reference for a preliminary ruling: Deputy High Bailiff's Court Douglas (Isle of Man) - United Kingdom,  Restrictions on the free movement of workers in the Isle of Man - Article 177 of the Treaty - Admissibility,  Case C-355/89,ECLI identifier: ECLI:EU:C:1991:287,21/11/1989,03/07/1991,United Kingdom,Zuleeg,Jacobs,ADH
61989CJ0099,Judgment of the Court (Sixth Chamber) of 13 November 1990,Sixth Chamber,  Francisco Yanez-Campoy v Bundesanstalt für Arbeit,  Reference for a preliminary ruling: Sozialgericht Frankfurt am Main - Germany,  Social security for migrant workers - Family allowances,  Case C-99/89,ECLI identifier: ECLI:EU:C:1990:394,24/03/1989,13/11/1990,Germany,O'Higgins,Lenz,ADH
61989CJ0046,Judgment of the Court (Fourth Chamber) of 11 October 1990,Fourth Chamber,  Société d'initiatives et de coopération agricoles and Société d'intérêt professionnel des producteurs et expéditeurs de fruits; légumes; bulbes et fleurs d'Ille-et-Vilaine v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-46/89,ECLI identifier: ECLI:EU:C:1990:354,21/02/1989,11/10/1990,France,Kapteyn,Tesauro,ADH
61989CJ0113,Judgment of the Court (Sixth Chamber) of 27 March 1990,Sixth Chamber,  Rush Portuguesa Ldª v Office national d'immigration,  Reference for a preliminary ruling: Tribunal administratif de Versailles - France,  Act of Accession - Transitional period - Freedom of movement for workers - Freedom to provide services,  Case C-113/89,ECLI identifier: ECLI:EU:C:1990:142,07/04/1989,27/03/1990,France,Koopmans,Van Gerven,ADH
61988CJ0337,Judgment of the Court (First Chamber) of 9 January 1990,First Chamber,  Società agricola fattoria alimentare SpA (SAFA) v Amministrazione delle finanze dello Stato,  Reference for a preliminary ruling: Tribunale civile e penale di Genova - Italy,  Accession of Greece - Transitional measures - Validity of a regulation - Retroactive effect - Regulations EEC Nº 49/81 and 57/81,  Case C-337/88,ECLI identifier: ECLI:EU:C:1990:1,22/11/1988,09/01/1990,Italy,Sir Gordon Slynn,Tesauro,ADH
61987CJ0003,Judgment of the Court of 14 December 1989,,  The Queen v Ministry of Agriculture; Fisheries and Food; ex parte Agegate Ltd,  Reference for a preliminary ruling: High Court of Justice; Queen's Bench Division - United Kingdom,  Fishing - Licences - Conditions,  Case C-3/87,ECLI identifier: ECLI:EU:C:1989:650,12/01/1987,14/12/1989,United Kingdom,Kakouris,Mischo,ADH
61987CJ0216,Judgment of the Court of 14 December 1989,,  The Queen v Ministry of Agriculture; Fisheries and Food; ex parte Jaderow Ltd,  Reference for a preliminary ruling: High Court of Justice; Queen's Bench Division - United Kingdom,  Fishing - Licences - Conditions,  Case C-216/87,ECLI identifier: ECLI:EU:C:1989:651,14/07/1987,14/12/1989,United Kingdom,Kakouris,Mischo,ADH
61988CJ0136,Judgment of the Court of 7 December 1989,,  French Republic v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case C-136/88,ECLI identifier: ECLI:EU:C:1989:623,17/05/1988,07/12/1989,France,Koopmans,Tesauro,ADH
61987CJ0097,Judgment of the Court of 17 October 1989,,  Dow Chemical Ibérica; SA; and others v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Joined cases 97/87; 98/87 and 99/87,ECLI identifier: ECLI:EU:C:1989:380,02/04/1987,17/10/1989,Spain,Rodríguez Iglesias,Mischo,ADH
61988CJ0009,Judgment of the Court (Sixth Chamber) of 27 September 1989,Sixth Chamber,  Mário Lopes da Veiga v Staatssecretaris van Justitie,  Reference for a preliminary ruling: Raad van State - Netherlands,  Freedom of movement for workers - Seaman - Act of Accession of Spain and Portugal - Transitional arrangements,  Case 9/88,ECLI identifier: ECLI:EU:C:1989:346,13/01/1988,27/09/1989,Netherlands,Schockweiler,Darmon,ADH
61988CJ0170,Judgment of the Court (Second Chamber) of 11 July 1989,Second Chamber,  Ford España SA v Estado español,  Reference for a preliminary ruling: Audiencia Territorial de Valencia - Spain,  Free movement of goods - Charges having equivalent effect - Amount levied on customs clearance of goods on an importer's premises,  Case 170/88,ECLI identifier: ECLI:EU:C:1989:306,20/06/1988,11/07/1989,Spain,Mancini,Jacobs,ADH
61986CJ0250,Judgment of the Court (Sixth Chamber) of 29 June 1989,Sixth Chamber,  Refinarias de Açúcar Reunidas SA (RAR) v Council and Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Joined cases 250/86 and 11/87,ECLI identifier: ECLI:EU:C:1989:275,29/09/1986,29/06/1989,Portugal,Mancini,Mischo,ADH
61987CJ0229,Judgment of the Court of 15 November 1988,,  Commission of the European Communities v Hellenic Republic,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case 229/87,ECLI identifier: ECLI:EU:C:1988:501,29/07/1987,15/11/1988,Greece,Due,Sir Gordon Slynn,ADH
61986CJ0203,Judgment of the Court of 20 September 1988,,  Kingdom of Spain v Council of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case 203/86,ECLI identifier: ECLI:EU:C:1988:420,04/08/1986,20/09/1988,Spain,Moitinho de Almeida,Darmon,ADH
61986CJ0253,Judgment of the Court (Sixth Chamber) of 31 May 1988,Sixth Chamber,  Sociedade Agro-Pecuaria Vicente Nobre Ldª v Council of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case 253/86,ECLI identifier: ECLI:EU:C:1988:268,01/10/1986,31/05/1988,Portugal,Bahlmann,Mischo,ADH
61986CJ0031,Judgment of the Court of 28 April 1988,,  Levantina Agricola Industrial SA (LAISA) and CPC España SA v Council of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Joined cases 31 and 35/86,ECLI identifier: ECLI:EU:C:1988:211,06/02/1986,28/04/1988,Spain,Moitinho de Almeida,Lenz,ADH
61986CJ0097,Judgment of the Court of 26 April 1988,,  Asteris AE and others and Hellenic Republic v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Joined cases 97; 193; 99 and 215/86,ECLI identifier: ECLI:EU:C:1988:199,14/04/1986,26/04/1988,Greece,Schockweiler,Sir Gordon Slynn,ADH
61986CJ0207,Judgment of the Court (Fifth Chamber) of 26 April 1988,Fifth Chamber,  Asociación Profesional de Empresarios de Pesca Comunitarios (Apesco) v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case 207/86,ECLI identifier: ECLI:EU:C:1988:200,04/08/1986,26/04/1988,Spain,Joliet,Mischo,ADH
61986CJ0147,Judgment of the Court of 15 March 1988,,  Commission of the European Communities v Hellenic Republic,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case 147/86,ECLI identifier: ECLI:EU:C:1988:150,13/06/1986,15/03/1988,Greece,Galmot,Sir Gordon Slynn,ADH
61985CJ0194,Judgment of the Court of 25 February 1988,,  Commission of the European Communities v Hellenic Republic,Check EUR-LEX webpage,Check EUR-LEX webpage,  Joined cases 194/85 and 241/85,ECLI identifier: ECLI:EU:C:1988:95,21/06/1985,25/02/1988,Greece,O'Higgins,Cruz Vilaça,ADH
61986CJ0223,Judgment of the Court (Sixth Chamber) of 19 January 1988,Sixth Chamber,  Pesca Valentia Limited v Ministry for Fisheries and Forestry; Ireland and the Attorney General,  Reference for a preliminary ruling: High Court - Ireland,  Fishing - Crews of fishing vessels,  Case 223/86,ECLI identifier: ECLI:EU:C:1988:14,18/08/1986,19/01/1988,Ireland,Kakouris,Mischo,ADH
61986CJ0055,Judgment of the Court (Fifth Chamber) of 14 January 1988,Fifth Chamber,  Asociación provincial de Armadores de buques de pesca de Gran Sol de Pontevedra (Arposol) v Council of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case 55/86,ECLI identifier: ECLI:EU:C:1988:8,26/02/1986,14/01/1988,Spain,Joliet,Mischo,ADH
61984CJ0194,Judgment of the Court of 3 December 1987,,  Commission of the European Communities v Hellenic Republic,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case 194/84,ECLI identifier: ECLI:EU:C:1987:521,24/07/1984,03/12/1987,Greece,Everling,Darmon,ADH
61986CJ0254,Judgment of the Court (Third Chamber) of 28 October 1987,Third Chamber,  Damianos Soph,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case 254/86,ECLI identifier: ECLI:EU:C:1987:470,01/10/1986,28/10/1987,Greece,Moitinho de Almeida,Darmon,ADH
61986CJ0119,Judgment of the Court of 20 October 1987,,  Kingdom of Spain v Council and Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case 119/86,ECLI identifier: ECLI:EU:C:1987:446,27/05/1986,20/10/1987,Spain,Koopmans,Darmon,ADH
61986CJ0128,Judgment of the Court of 20 October 1987,,  Kingdom of Spain v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case 128/86,ECLI identifier: ECLI:EU:C:1987:447,26/05/1986,20/10/1987,Spain,Koopmans,Darmon,ADH
61984CJ0044,Judgment of the Court of 15 January 1986,,  Derrick Guy Edmund Hurd v Kenneth Jones (Her Majesty's Inspector of Taxes),  Reference for a preliminary ruling: Special Commissioners of Income Tax - United Kingdom,  European school - Liability to domestic taxation of the salaries of the teaching staff,  Case 44/84,ECLI identifier: ECLI:EU:C:1986:2,17/02/1984,15/01/1986,United Kingdom,Everling,Sir Gordon Slynn,ADH
61984CJ0071,Judgment of the Court (Fourth Chamber) of 25 September 1985,Fourth Chamber,  Robert Surcouf and Jean Vidou v European Economic Community,Check EUR-LEX webpage,Check EUR-LEX webpage,  Joined cases 71 and 72/84,ECLI identifier: ECLI:EU:C:1985:363,14/03/1984,25/09/1985,France,Bosco,Lenz,ADH
61983CJ0192,Judgment of the Court of 19 September 1985,,  Hellenic Republic v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case 192/83,ECLI identifier: ECLI:EU:C:1985:356,12/09/1983,19/09/1985,Greece,Pescatore,Sir Gordon Slynn,ADH
61982CJ0011,Judgment of the Court (First Chamber) of 17 January 1985,First Chamber,  SA Piraiki-Patraiki and others v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case 11/82,ECLI identifier: ECLI:EU:C:1985:18,08/01/1982,17/01/1985,Greece,Bosco,VerLoren van Themaat,ADH
61983CJ0289,Judgment of the Court (First Chamber) of 13 December 1984,First Chamber,  GAARM - Groupement des Associations Agricoles pour l'Organisation de la Production et de la Commercialisation des Pommes de Terre et Légumes de la Région Malouine and others v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case 289/83,ECLI identifier: ECLI:EU:C:1984:398,23/10/1983,13/12/1984,France,Bosco,Sir Gordon Slynn,ADH
61983CJ0063,Judgment of the Court of 10 July 1984,,  Regina v Kent Kirk,  Reference for a preliminary ruling: Crown Court; Newcastle-upon-Tyne - United Kingdom,  Reference for a preliminary ruling - Sea fisheries - National measure restricting access,  Case 63/83,ECLI identifier: ECLI:EU:C:1984:255,20/04/1983,10/07/1984,United Kingdom,Kakouris,Darmon,ADH
61983CJ0114,Judgment of the Court (First Chamber) of 5 July 1984,First Chamber,  Société coopérative agricole "Société d'initiatives et de coopération agricole" and Société d'intérêt collectif agricole "Société interprofessionnelle des producteurs et expéditeurs de fruits; légumes; bulbes et fleurs d'Ille-et-Vilaine" v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case 114/83,ECLI identifier: ECLI:EU:C:1984:246,20/06/1983,05/07/1984,France,Bosco,Sir Gordon Slynn,ADH
61983CJ0012,Judgment of the Court (First Chamber) of 17 May 1984,First Chamber,  Paul Bähr v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case 12/83,ECLI identifier: ECLI:EU:C:1984:182,21/01/1983,17/05/1984,,Koopmans,VerLoren van Themaat,ADH
61983CJ0058,Judgment of the Court of 10 May 1984,,  Commission of the European Communities v Hellenic Republic,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case 58/83,ECLI identifier: ECLI:EU:C:1984:173,24/03/1983,10/05/1984,Greece,Mackenzie Stuart,Mancini,ADH
61983CJ0024,Judgment of the Court of 14 February 1984,,  Wolfgang Gewiese and Manfred Mehlich v Colin Scott Mackenzie,  Reference for a preliminary ruling: High Court of Justiciary (Scotland) - United Kingdom,  Reference for a preliminary ruling - Fisheries - Compatibility of a national conservation measure with Community law,  Case 24/83,ECLI identifier: ECLI:EU:C:1984:62,16/02/1983,14/02/1984,United Kingdom,Galmot,Sir Gordon Slynn,ADH
61982CJ0031,Judgment of the Court (Second Chamber) of 15 December 1983,Second Chamber,  Metallurgiki Halyps AE v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Joined cases 31/82; 138/82 and 204/82,ECLI identifier: ECLI:EU:C:1983:378,18/01/1982,15/12/1983,Greece,Pescatore,VerLoren van Themaat,ADH
61982CJ0222,Judgment of the Court of 13 December 1983,,  Apple and Pear Development Council v K,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case 222/82,ECLI identifier: ECLI:EU:C:1983:370,23/08/1982,13/12/1983,United Kingdom,Due,Rozès,ADH
61982CJ0087,Judgment of the Court (Second Chamber) of 11 May 1983,Second Chamber,  Lieutenant Commander A,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case 87/82,ECLI identifier: ECLI:EU:C:1983:131,11/03/1982,11/05/1983,United Kingdom,Bahlmann,Rozès,ADH
61982CJ0077,Judgment of the Court (Fourth Chamber) of 23 March 1983,Fourth Chamber,  Anastasia Peskeloglou v Bundesanstalt für Arbeit,  Reference for a preliminary ruling: Sozialgericht Stuttgart - Germany,  Act of Accession of the Hellenic Republic - Free movement of persons,  Case 77/82,ECLI identifier: ECLI:EU:C:1983:92,23/02/1982,23/03/1983,Germany,Bahlmann,Sir Gordon Slynn,ADH
61981CJ0258,Judgment of the Court (Second Chamber) of 9 December 1982,Second Chamber,  Metallurgiki Halyps A,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case 258/81,ECLI identifier: ECLI:EU:C:1982:422,22/09/1981,09/12/1982,Greece,Pescatore,VerLoren van Themaat,ADH
61981CJ0287,Judgment of the Court of 30 November 1982,,  Anklagemyndigheden v Jack Noble Kerr,  Reference for a preliminary ruling: Østre Landsret - Denmark,  Fishing - Allocation of total allowable catch ("TAC"),  Case 287/81,ECLI identifier: ECLI:EU:C:1982:406,05/11/1981,30/11/1982,Denmark,O'Keeffe,Reischl,ADH
61981CJ0250,Judgment of the Court (First Chamber) of 7 October 1982,First Chamber,  Greek Canners Association and others v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case 250/81,ECLI identifier: ECLI:EU:C:1982:344,15/09/1981,07/10/1982,Greece,O'Keeffe,Sir Gordon Slynn,ADH
61981CJ0039,Judgment of the Court of 16 February 1982,,  Halyvourgiki Inc, and Helliniki Halyvourgia SA v Commission of the European Communities,  Steel production quotas,  Joined cases 39; 43; 85 and 88/81,ECLI identifier: ECLI:EU:C:1982:59,19/02/1981,16/02/1982,Greece,Pescatore,VerLoren van Themaat,ADH
61981CJ0021,Judgment of the Court of 10 February 1982,,  Criminal proceedings against Daniël Bout and BV I,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case 21/81,ECLI identifier: ECLI:EU:C:1982:47,05/02/1981,10/02/1982,Belgium,Due,Reischl,ADH
61980CJ0269,Judgment of the Court of 16 December 1981,,  Regina v Robert Tymen,  Reference for a preliminary ruling: Court of Appeal (England) - United Kingdom,  Fisheries,  Case 269/80,ECLI identifier: ECLI:EU:C:1981:303,05/12/1980,16/12/1981,United Kingdom,Everling,Reischl,ADH
61980CJ0250,Judgment of the Court of 27 October 1981,,  Anklagemyndigheden v Hans Ulrich Schumacher; Peter Hans Gerth; Johannes Heinrich Gothmann and Alfred C,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case 250/80,ECLI identifier: ECLI:EU:C:1981:246,13/11/1980,27/10/1981,Denmark,Bosco,Capotorti,ADH
61980CJ0124,Judgment of the Court of 2 June 1981,,  Officier van Justitie v J,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case 124/80,ECLI identifier: ECLI:EU:C:1981:125,22/05/1980,02/06/1981,Netherlands,Mackenzie Stuart,Reischl,ADH
61979CJ0804,Judgment of the Court of 5 May 1981,,  Commission of the European Communities v United Kingdom of Great Britain and Northern Ireland,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case 804/79,ECLI identifier: ECLI:EU:C:1981:93,13/11/1979,05/05/1981,United Kingdom,Pescatore,Reischl,ADH
61979CJ0812,Judgment of the Court of 14 October 1980,,  Attorney General v Juan C,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case 812/79,ECLI identifier: ECLI:EU:C:1980:231,11/12/1979,14/10/1980,Ireland,Koopmans,Capotorti,ADH
61979CJ0032,Judgment of the Court of 10 July 1980,,  Commission of the European Communities v United Kingdom of Great Britain and Northern Ireland,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case 32/79,ECLI identifier: ECLI:EU:C:1980:189,27/02/1979,10/07/1980,United Kingdom,Pescatore,Reischl,ADH
61978CJ0141,Judgment of the Court of 4 October 1979,,  French Republic v United Kingdom of Great Britain and Northern Ireland,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case 141/78,ECLI identifier: ECLI:EU:C:1979:225,14/06/1978,04/10/1979,United Kingdom; France,Pescatore,Reischl,ADH
61978CJ0232,Judgment of the Court of 25 September 1979,,  Commission of the European Communities v French Republic,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case 232/78,ECLI identifier: ECLI:EU:C:1979:215,25/10/1978,25/09/1979,France,Mackenzie Stuart,Reischl,ADH
61978CJ0185,Judgment of the Court of 3 July 1979,,  Criminal proceedings against J,Check EUR-LEX webpage,Check EUR-LEX webpage,  Joined cases 185/78 to 204/78,ECLI identifier: ECLI:EU:C:1979:177,14/09/1978,03/07/1979,Netherlands,Pescatore,Reischl,ADH
61978CJ0231,Judgment of the Court of 29 March 1979,,  Commission of the European Communities v United Kingdom of Great Britain and Northern Ireland,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case 231/78,ECLI identifier: ECLI:EU:C:1979:101,19/10/1978,29/03/1979,United Kingdom,Donner,Mayras,ADH
61978CJ0118,Judgment of the Court of 29 March 1979,,  C,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case 118/78,ECLI identifier: ECLI:EU:C:1979:97,19/05/1978,29/03/1979,United Kingdom,Donner,Mayras,ADH
61978CJ0083,Judgment of the Court of 29 November 1978,,  Pigs Marketing Board v Raymond Redmond,  Reference for a preliminary ruling: Armagh Magistrate's Court (Northern Ireland) - United Kingdom,  Common organization of the market in pigmeat,  Case 83/78,ECLI identifier: ECLI:EU:C:1978:214,16/03/1978,29/11/1978,United Kingdom,Pescatore,Reischl,ADH
61978CJ0093,Judgment of the Court of 22 November 1978,,  Lothar Mattheus v Doego Fruchtimport und Tiefkühlkost eG,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case 93/78,ECLI identifier: ECLI:EU:C:1978:206,14/04/1978,22/11/1978,Germany,Donner,Mayras,ADH
61978CJ0006,Judgment of the Court of 11 July 1978,,  Union française de Céréales v Hauptzollamt Hamburg-Jonas,  Reference for a preliminary ruling: Finanzgericht Hamburg - Germany,  Accession compensatory amounts,  Case 6/78,ECLI identifier: ECLI:EU:C:1978:154,11/01/1978,11/07/1978,Germany,Sørensen,Capotorti,ADH
61977CJ0061,Judgment of the Court of 16 February 1978,,  Commission of the European Communities v Ireland,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case 61/77,ECLI identifier: ECLI:EU:C:1978:29,13/05/1977,16/02/1978,Ireland,Pescatore,Reischl,ADH
61977CJ0088,Judgment of the Court of 16 February 1978,,  Minister for Fisheries v C,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case 88/77,ECLI identifier: ECLI:EU:C:1978:30,12/07/1977,16/02/1978,Ireland,Pescatore,Reischl,ADH
61976CJ0012,Judgment of the Court of 6 October 1976,,  Industrie Tessili Italiana Como v Dunlop AG,  Reference for a preliminary ruling: Oberlandesgericht Frankfurt am Main - Germany,  Brussels Convention on Jurisdiction and the Enforcement of Judgments in Civil and Commercial Matters - Article 5 (1),  Case 12-76,ECLI identifier: ECLI:EU:C:1976:133,13/02/1976,06/10/1976,Germany,Pescatore,Mayras,ADH
61976CJ0003,Judgment of the Court of 14 July 1976,,  Cornelis Kramer and others,  References for a preliminary ruling: Arrondissementsrechtbank Zwolle and Arrondissementsrechtbank Alkmaar - Netherlands,  Biological resources of the sea,  Joined cases 3; 4 and 6-76,ECLI identifier: ECLI:EU:C:1976:114,12/01/1976,14/07/1976,Netherlands,Kutscher,Trabucchi,ADH
61975CJ0097,Judgment of the Court (First Chamber) of 24 June 1976,First Chamber,  FCLM Crijns v Commission of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case 97-75,ECLI identifier: ECLI:EU:C:1976:100,05/09/1975,24/06/1976,,Mertens de Wilmars,Warner,ADH
61973CJ0169,Judgment of the Court of 4 February 1975,,  Compagnie Continentale France v Council of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case 169-73,ECLI identifier: ECLI:EU:C:1975:13,28/09/1973,04/02/1975,France,Sørensen,Trabucchi,ADH
61974CJ0015,Judgment of the Court of 31 October 1974,,  Centrafarm BV and Adriaan de Peijper v Sterling Drug Inc,  Reference for a preliminary ruling: Hoge Raad - Netherlands,  Parallel patents,  Case 15-74,ECLI identifier: ECLI:EU:C:1974:114,01/03/1974,31/10/1974,Netherlands,Sørensen,Trabucchi,ADH
61974CJ0016,Judgment of the Court of 31 October 1974,,  Centrafarm BV and Adriaan de Peijper v Winthrop BV,  Reference for a preliminary ruling: Hoge Raad - Netherlands,  Trade mark rights,  Case 16-74,ECLI identifier: ECLI:EU:C:1974:115,01/03/1974,31/10/1974,Netherlands,Sørensen,Trabucchi,ADH
61973CJ0185,Judgment of the Court of 29 May 1974,,  Hauptzollamt Bielefeld v Offene Handelsgesellschaft in Firma H,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case 185-73,ECLI identifier: ECLI:EU:C:1974:61,03/12/1973,29/05/1974,Germany,Mackenzie Stuart,Trabucchi,ADH
61973CJ0151,Judgment of the Court of 21 March 1974,,  Ireland v Council of the European Communities,Check EUR-LEX webpage,Check EUR-LEX webpage,  Case 151-73,ECLI identifier: ECLI:EU:C:1974:23,16/07/1973,21/03/1974,Ireland,Monaco,Warner,ADH
