source,target,paragraph
61991CO0272(01),61991CO0272,N1
61991CO0272(01),61991CO0272,N2
61991CO0272(01),61991CO0272,N3
61991CO0272(01),61991CO0272,N4
61991CO0272(01),61991CO0272,N8
61991CO0272,61988CJ0003,N15
61991CO0272,61988CJ0003,N20
61991CO0272,61988CJ0003,N23
61991CO0272,61988CJ0003,N24
61991CO0272,61988CJ0003,N28
62016CO0476(01),61998CJ0407,N15
62016CO0476(01),62007CJ0173,N10
62016CO0476(01),62013CJ0222,N32
62016CO0476(01),62013CJ0222,N19
62016CO0476(01),62013CJ0222,N31
62016CO0476(01),62013CJ0222,N18
62016CO0476(01),62013CJ0222,N30
62016CO0476(01),62013CJ0222,N17
62016CO0476(01),62014CJ0203,N17
62016CO0476(01),62014CJ0203,N16
62016CO0505,61984CJ0050,N8
62016CO0505,61984CJ0050,N53
62016CO0505,62013CJ0439,N74
62016CO0505,62013CJ0439,N50
62016CO0505,62013CJ0616,N88
62016CO0505,62013CJ0616,N58
62016CO0505,62016CO0343,N24
62016CO0505,62016CO0343,N58
62016CO0385,62006CJ0120,N91
62016CO0385,62006CJ0120,N38
62016CO0385,62006CJ0341,N69
62016CO0385,62006CJ0341,N38
62016CO0385,62007CJ0202,N41
62016CO0385,62007CJ0202,N38
62016CO0385,62007CJ0202,N30
62016CO0385,62010CJ0584,N120
62016CO0385,62010CJ0584,N50
62016CO0385,62010CJ0584,N71
62016CO0385,62010CJ0584,N119
62016CO0385,62012CJ0348,N126
62016CO0385,62012CJ0348,N56
62016CO0385,62012CJ0348,N73
62016CO0385,62012CJ0348,N71
62016CO0385,62013CJ0176,N34
62016CO0385,62013CJ0176,N89
62016CO0385,62013CJ0176,N39
62016CO0385,62013CJ0176,N88
62016CO0385,62013CJ0200,N34
62016CO0385,62013CJ0200,N82
62016CO0385,62013CJ0200,N39
62016CO0385,62013CJ0200,N81
62016CO0385,62013CJ0605,N45
62016CO0385,62013CJ0605,N71
62016CO0385,62013CJ0630,N46
62016CO0385,62013CJ0630,N71
62016CO0385,62014CJ0440,N52
62016CO0385,62014CJ0440,N59
62016CO0385,62014CJ0440,N83
62016CO0385,62014CJ0440,N64
62016CO0385,62014CJ0440,N79
62016CO0385,62014CJ0440,N58
62016CO0385,62014CJ0440,N81
62016CO0385,62014CJ0440,N47
62016CO0385,62014CJ0440,N68
62016CO0385,62014CJ0440,N82
62016CO0385,62014CJ0440,N85
62016CO0385,62014CJ0440,N61
62016CO0385,62015CJ0266,N45
62016CO0385,62015CJ0266,N61
62016CO0385,62015CJ0358,N80
62016CO0385,62015CJ0358,N61
62016CO0385,62015CJ0358,N81
62016CO0385,62015CJ0358,N82
62016CO0385,62015CJ0459,N53
62016CO0385,62015CJ0459,N61
62016CO0385,62015CJ0459,N54
62016CO0385,62015CJ0459,N56
62016CO0385,62015CJ0459,N55
62016CO0222,62015CJ0416,N26
62016CO0222,62015CJ0416,N30
62016CO0222,62015CJ0416,N33
62016CO0222,62015CJ0416,N34
62016CO0222,62015CJ0416,N38
62016CO0222,62015CJ0416,N36
62015CO0345,61999CJ0496,N68
62015CO0345,61999CJ0496,N26
62015CO0345,62011CJ0416,N45
62015CO0345,62011CJ0416,N26
62015CO0345,62012CJ0374,N55
62015CO0345,62012CJ0374,N31
62015CO0319,62002CJ0225,N28
62015CO0319,62002CJ0225,N33
62015CO0319,62006CO0525,N10
62015CO0319,62006CO0525,N33
62015CO0319,62011CJ0492,N24
62015CO0319,62011CJ0492,N28
62015CO0319,62011CJ0492,N25
62015CO0319,62011CJ0492,N29
62015CO0319,62013CO0350,N9
62015CO0319,62013CO0350,N29
62015CO0319,62013CO0350,N8
62015CO0319,62013CO0350,N28
62015CO0319,62014CJ0098,N48
62015CO0319,62014CJ0098,N34
62015CO0142,61999CJ0496,N68
62015CO0142,61999CJ0496,N34
62015CO0142,62005CJ0417,N46
62015CO0142,62005CJ0417,N30
62015CO0142,62010CJ0552,N22
62015CO0142,62010CJ0552,N25
62015CO0142,62011CJ0416,N45
62015CO0142,62011CJ0416,N34
62015CO0142,62012CO0248,N21
62015CO0142,62012CO0248,N22
62015CO0312,61986CJ0294,N13
62015CO0312,61986CJ0294,N26
62015CO0312,61986CJ0305,N14
62015CO0312,61986CJ0305,N26
62015CO0312,62010CJ0338,N18
62015CO0312,62010CJ0338,N25
62015CO0312,62012CJ0239,N20
62012CO0015,61976CO0126,N6
62012CO0015,61976CO0126,N12
62012CO0015,61976CO0126,N5
62012CO0015,62006CO0323(01),N10
62012CO0015,62006CO0323,N11
62012CO0015,62009CO0521,N16
62012CO0015,62009CO0521,N14
62012CO0015,62010CO0451(01),N18
62012CO0015,62010CO0451,N13
62012CO0015,62010CO0451(01),N17
62012CO0015,62010CO0451,N11
62012CO0015,62010CO0553,N28
62012CO0015,62010CO0553,N18
62012CO0015,62011CO0406(01),N13
62012CO0015,62011CO0406,N15
62012CO0015,62011CO0554(01),N14
62012CO0015,62011CO0554,N11
62012CO0015,62011CO0582(01),N25
62012CO0015,62011CO0582,N15
62012CO0015,62011CO0582(01),N17
62012CO0015,62011CO0582,N11
62012CO0015,62012CJ0015,N3
62012CO0015,62012CJ0015,N19
62012CO0015,62012CO0601,N14
62012CO0015,62012CO0601,N13
62012CO0015,62012CO0601,N12
62012CO0015,62012CO0601,N16
62015CO0153,61967CJ0004,N51
62015CO0153,62005CJ0229,N101
62015CO0153,62005CJ0229,N51
62015CO0153,62005CJ0402,N337
62015CO0153,62005CJ0402,N47
62015CO0153,62009CJ0544,N63
62015CO0153,62009CJ0544,N33
62015CO0153,62009CJ0548,N50
62015CO0153,62009CJ0548,N46
62015CO0153,62009CJ0548,N51
62015CO0153,62009CJ0548,N52
62015CO0153,62009CJ0548,N24
62015CO0153,62009CJ0548,N58
62015CO0153,62009CJ0548,N47
62015CO0153,62009CJ0548,N44
62015CO0153,62009CJ0548,N43
62015CO0153,62009CJ0548,N49
62015CO0153,62011CJ0478,N57
62015CO0153,62011CJ0478,N17
62015CO0153,62011CJ0478,N58
62015CO0153,62011CJ0478,N47
62015CO0153,62011CJ0478,N43
62015CO0153,62011CJ0478,N49
62015CO0153,62011CJ0478,N55
62015CO0153,62011CJ0478,N59
62015CO0153,62011CJ0478,N48
62015CO0153,62011CJ0478,N61
62015CO0153,62011CJ0478,N19
62014CO0545,61987CJ0142,N48
62014CO0545,61987CJ0142,N51
62014CO0545,62000CO0241,N36
62014CO0545,62000CO0241,N51
62014CO0545,62005CJ0402,N166
62014CO0545,62005CJ0402,N42
62014CO0545,62010CJ0376,N53
62014CO0545,62010CJ0376,N42
62014CO0545,62013CJ0129,N79
62014CO0545,62013CJ0129,N55
62012CO0601,61976CO0126,N6
62012CO0601,61976CO0126,N13
62012CO0601,61976CO0126,N5
62012CO0601,61996CO0409(01),N12
62012CO0601,61996CO0409,N13
62012CO0601,62005CO0075,N37
62012CO0601,62005CO0075,N23
62012CO0601,62006CO0323(01),N10
62012CO0601,62006CO0323,N12
62012CO0601,62007CO0197(01),N20
62012CO0601,62007CO0197,N23
62012CO0601,62008CO0432(01),N23
62012CO0601,62008CO0432,N16
62012CO0601,62009CO0521,N15
62012CO0601,62009CO0521,N16
62012CO0601,62010CO0451(01),N18
62012CO0601,62010CO0451,N14
62012CO0601,62010CO0451(01),N17
62012CO0601,62010CO0451,N12
62012CO0601,62011CO0406(01),N13
62012CO0601,62011CO0406,N17
62012CO0601,62011CO0406(01),N11
62012CO0601,62011CO0406,N15
62012CO0601,62011CO0406(01),N10
62012CO0601,62011CO0406,N14
62012CO0601,62011CO0554(01),N14
62012CO0601,62011CO0554,N12
62012CO0601,62011CO0582(01),N17
62012CO0601,62011CO0582,N12
62012CO0601,62011CO0582(01),N25
62012CO0601,62011CO0582,N17
62012CO0601,62012CJ0601,N3
62012CO0601,62012CJ0601,N21
62015CO0136,62010CJ0376,N22
62015CO0136,62012CJ0560,N25
62015CO0136,62013CO0028,N25
62014CO0021,61974CO0071,N17
62014CO0021,61982CO0043,N17
62014CO0021,61989CJ0069,N26
62014CO0021,61989CJ0069,N32
62014CO0021,61989CJ0069,N34
62014CO0021,61989CJ0069,N35
62014CO0021,61991CO0225,N37
62014CO0021,61996CO0268,N37
62014CO0021,62000CO0445,N40
62014CO0021,62004CO0404,N20
62014CO0021,62008CO0060,N51
62014CO0021,62010CO0404,N39
62014CO0021,62012CO0110,N41
62014CO0021,62012CO0551,N46
62014CO0021,62012CO0551,N48
62014CO0021,62013CO0390,N17
62014CO0021,62014CO0078,N23
62014CO0021,62014CO0078,N37
62014CO0021,62014CO0078,N41
62013CO0397,62007CO0242,N8
62013CO0397,62010CJ0426,N8
62013CO0397,62011CJ0478,N7
62013CO0372,62011CJ0414,N23
62013CO0372,62011CJ0414,N24
62013CO0462,62011CJ0414,N23
62013CO0462,62011CJ0414,N24
62012CO0471,62006CO0363,N9
62012CO0471,62007CO0163,N10
62012CO0235,61992CO0029,N11
62012CO0235,62010CO0521,N11
62012CO0235,62011CO0411,N11
62012CO0037,62009CJ0494,N34
62012CO0037,62009CJ0494,N36
62012CO0037,62009CJ0494,N42
62012CO0168,61995CO0149,N23
62012CO0168,61996CO0268,N22
62012CO0168,61998CO0364,N23
62012CO0168,62000CO0445,N22
62012CO0168,62000CO0445,N24
62012CO0168,62001CO0404,N76
62012CO0168,62001CO0404,N77
62012CO0168,62001CO0404,N78
62012CO0168,62001CO0404,N79
62012CO0168,62001CO0404,N80
62012CO0168,62010CO0404,N25
62012CO0168,62010CO0446,N30
62012CO0168,62010CO0446,N81
62012CO0168,62011CO0507,N33
62012CO0168,62011CO0644,N38
62012CO0168,62011CO0644,N39
62012CO0168,62011CO0644,N40
62012CO0168,62012CO0110,N25
62012CO0168,62012CO0110,N28
62011CO0581,61989CJ0063,N75
62011CO0581,61992CJ0051,N54
62011CO0581,61992CJ0051,N72
62011CO0581,61996CO0174,N36
62011CO0581,61998CJ0352,N43
62011CO0581,62000CO0345,N42
62011CO0581,62005CO0200,N36
62011CO0581,62006CO0129,N72
62011CO0581,62007CJ0204,N68
62011CO0581,62007CO0107,N54
62011CO0581,62008CO0159,N72
62011CO0581,62009CJ0279,N81
62011CO0581,62009CO0029,N54
62011CO0581,62010CJ0069,N81
62011CO0581,62011CO0052,N75
62011CO0581,62011CO0265,N36
62011CO0581,62011CO0474,N42
62011CO0581,62011CO0474,N43
62012CO0110,61995CO0149,N23
62012CO0110,61996CO0268,N21
62012CO0110,61996CO0268,N22
62012CO0110,62000CO0445,N26
62012CO0110,62003CO0156,N42
62012CO0110,62006CO0459,N22
62012CO0110,62006CO0459,N23
62012CO0110,62007CJ0042,N62
62012CO0110,62008CJ0089,N62
62012CO0110,62009CJ0090,N33
62012CO0110,62009CJ0090,N34
62012CO0110,62009CO0113,N57
62012CO0110,62010CO0373,N43
62012CO0110,62010CO0404,N26
62012CO0110,62010CO0404,N42
62012CO0110,62010CO0446,N57
62012CO0110,62010CO0530,N55
62012CO0110,62010CO0530,N56
62012CO0110,62011CO0507,N33
62012CO0110,62011CO0507,N34
62012CO0110,62011CO0507,N55
62012CO0110,62011CO0507,N56
62012CO0110,62011CO0507,N57
62012CO0110,62011CO0507,N59
62011CO0644,61982CO0086,N34
62011CO0644,61995CO0012,N32
62011CO0644,61995CO0012,N50
62011CO0644,61995CO0149,N72
62011CO0644,61995CO0149,N77
62011CO0644,62003CO0182,N72
62011CO0644,62004CO0404,N61
62011CO0644,62005CJ0402,N43
62011CO0644,62006CO0459,N63
62011CO0644,62007CO0479,N61
62011CO0644,62007CO0479,N62
62011CO0644,62008CJ0340,N43
62011CO0656,61991CO0213,N42
62011CO0656,61994CO0174,N37
62011CO0656,62001CO0404,N42
62011CO0656,62003CO0156,N32
62011CO0656,62004CO0007,N31
62011CO0656,62004CO0404,N27
62011CO0656,62004CO0404,N28
62011CO0656,62007CO0479,N42
62011CO0348,61980CJ0244,N44
62011CO0348,61980CJ0244,N45
62011CO0348,61981CJ0141,N49
62011CO0348,61985CJ0162,N44
62011CO0348,61995CJ0235,N43
62011CO0348,62000CJ0466,N43
62011CO0348,62000CO0116,N49
62011CO0348,62004CJ0351,N62
62011CO0348,62004CJ0351,N64
62011CO0348,62004CO0075,N49
62011CO0348,62005CJ0222,N46
62011CO0348,62005CO0116,N49
62011CO0348,62006CJ0284,N42
62011CO0348,62007CJ0011,N43
62011CO0348,62007CJ0544,N41
62011CO0348,62010CO0613,N42
62011CO0348,62011CO0348,N55
62011CO0002,61995CO0245,N11
62011CO0002,61997CO0151,N24
62011CO0002,61998CO0151,N24
62011CO0002,62003CJ0551,N23
62011CO0002,62004CJ0416,N22
62011CO0002,62006CJ0266,N23
62011CO0002,62006CJ0535,N23
62011CO0002,62006CO0130,N10
62011CO0002,62007CJ0101,N23
62011CO0002,62007CO0461,N10
62011CO0003,61995CO0245,N11
62011CO0003,61997CO0151,N28
62011CO0003,61998CO0151,N28
62011CO0003,61999CJ0239,N13
62011CO0003,61999CJ0239,N14
62011CO0003,62003CJ0551,N27
62011CO0003,62004CJ0416,N26
62011CO0003,62006CJ0266,N27
62011CO0003,62006CJ0535,N27
62011CO0003,62006CO0130,N10
62011CO0003,62007CJ0101,N27
62011CO0003,62007CO0461,N10
62011CO0272,61981CJ0026,N15
62011CO0272,61991CJ0146,N15
62011CO0272,62009CJ0054,N18
62010CO0476,62001CJ0452,N36
62010CO0476,62001CJ0452,N38
62010CO0476,62004CJ0386,N29
62010CO0476,62006CJ0409,N48
62010CO0476,62008CJ0341,N50
62010CO0476,62008CJ0541,N37
62010CO0476,62009CJ0072,N31
62010CO0476,62009CJ0072,N32
62010CO0476,62009CJ0072,N33
62010CO0476,62009CJ0072,N34
62010CO0476,62009CJ0072,N35
62010CO0476,62009CJ0450,N28
62010CO0476,62010CO0476,N36
62010CO0476,62010CO0476,N43
62010CO0476,62010CO0476,N46
62010CO0476,62010CO0476,N49
62010CO0476,62010CO0476,N50
62010CO0433,61976CJ0064,N127
62010CO0433,61981CJ0060,N57
62010CO0433,61981CJ0060,N58
62010CO0433,61988CJ0363,N127
62010CO0433,61990CJ0283,N128
62010CO0433,61992CJ0136,N87
62010CO0433,61995CO0019,N128
62010CO0433,61996CJ0147,N58
62010CO0433,61998CJ0352,N99
62010CO0433,61999CJ0248,N99
62010CO0433,62001CJ0024,N87
62010CO0433,62003CJ0551,N69
62010CO0433,62003CJ0551,N70
62010CO0433,62003CJ0551,N71
62010CO0433,62004CJ0404,N76
62010CO0433,62006CJ0120,N76
62010CO0433,62006CJ0266,N69
62010CO0433,62006CJ0266,N70
62010CO0433,62006CJ0266,N71
62010CO0433,62006CJ0521,N57
62010CO0433,62006CJ0535,N69
62010CO0433,62006CJ0535,N70
62010CO0433,62006CJ0535,N71
62010CO0433,62007CJ0101,N69
62010CO0433,62007CJ0101,N70
62010CO0433,62007CJ0101,N71
62010CO0433,62008CJ0362,N57
62010CO0433,62008CJ0419,N127
62009CO0337,62004CO0007,N45
62010CO0526,62001CO0488,N14
62010CO0526,62004CO0315,N14
62009CO0498,61989CJ0064,N112
62009CO0498,61991CJ0250,N95
62009CO0498,61991CJ0250,N120
62009CO0498,61998CJ0048,N97
62009CO0498,61998CJ0048,N101
62009CO0498,61998CJ0048,N118
62009CO0498,61998CJ0048,N119
62009CO0498,62002CJ0189,N87
62009CO0498,62003CJ0499,N81
62009CO0498,62003CJ0499,N82
62009CO0498,62005CJ0443,N99
62009CO0498,62005CJ0443,N101
62009CO0498,62007CJ0038,N83
62009CO0498,62007CJ0125,N138
62009CO0498,62007CJ0204,N96
62009CO0498,62007CJ0375,N95
62009CO0498,62007CJ0375,N97
62009CO0498,62007CJ0375,N99
62009CO0498,62007CJ0375,N101
62009CO0498,62007CJ0375,N113
62009CO0498,62007CJ0375,N115
62009CO0498,62007CJ0375,N118
62009CO0498,62007CJ0375,N119
62009CO0498,62007CJ0375,N123
62009CO0498,62007CJ0375,N129
62009CO0498,62007CO0503,N87
62007CO0204,61979CO0024,N35
62007CO0204,61989CO0104,N12
62007CO0204,61989CO0104,N23
62007CO0204,61989CO0104,N24
62007CO0204,61995CO0286,N32
62007CO0204,62004CO0105,N41
62007CO0204,62005CO0104,N13
62007CO0204,62005CO0104,N14
62007CO0204,62005CO0104,N45
62007CO0204,62007CJ0204,N2
62008CO0152,62000CJ0438,N21
62008CO0152,62000CJ0438,N22
62008CO0152,62000CJ0438,N24
62008CO0152,62000CJ0438,N28
62008CO0152,62000CJ0438,N31
62008CO0152,62001CJ0171,N29
62008CO0152,62001CJ0171,N30
62008CO0152,62003CJ0265,N21
62008CO0152,62003CJ0265,N23
62008CO0152,62003CJ0265,N24
62008CO0152,62003CJ0265,N28
62008CO0152,62003CJ0265,N31
62007CO0463,61993CJ0396,N12
62007CO0463,61997CO0151,N5
62007CO0463,61997CO0180,N15
62007CO0463,61999CJ0381,N9
62007CO0463,62002CO0186,N16
62007CO0463,62002CO0188,N16
62007CO0463,62004CJ0416,N11
62007CO0463,62004CJ0417,N15
62007CO0463,62005CJ0273,N9
62007CO0463,62006CO0130,N5
62007CO0462,61993CJ0396,N12
62007CO0462,61997CO0151,N5
62007CO0462,61997CO0180,N15
62007CO0462,61999CJ0381,N9
62007CO0462,62002CO0186,N16
62007CO0462,62004CJ0416,N11
62007CO0462,62004CJ0417,N15
62007CO0462,62005CJ0273,N9
62006CO0255,61988CJ0363,N61
62006CO0255,61996CJ0262,N36
62006CO0255,61998CJ0352,N46
62006CO0255,62003CJ0131,N46
62006CO0255,62004CO0080,N61
62006CO0255,62005CJ0097,N36
62006CO0276,61993CJ0308,N62
62006CO0276,61994CJ0103,N58
62006CO0276,61994CJ0103,N59
62006CO0276,61994CJ0103,N69
62006CO0276,61995CJ0126,N62
62006CO0276,61998CJ0179,N68
62006CO0276,61998CJ0179,N72
62006CO0276,61999CJ0095,N39
62006CO0276,62005CJ0205,N38
62006CO0276,62005CO0336,N48
62006CO0276,62005CO0336,N50
62006CO0276,62005CO0336,N51
62006CO0276,62005CO0336,N52
62006CO0276,62005CO0336,N53
62006CO0276,62005CO0336,N57
62006CO0276,62005CO0336,N65
62006CO0276,62005CO0336,N75
62005CO0368,61982CJ0191,N58
62005CO0368,61986CJ0026,N56
62005CO0368,61989CJ0309,N56
62005CO0368,61990CJ0313,N59
62005CO0368,61991CJ0327,N41
62005CO0368,61995CJ0010,N56
62005CO0368,61997CJ0321,N41
62005CO0368,61998CJ0352,N62
62005CO0368,61999CJ0248,N62
62005CO0368,62000CJ0050,N56
62005CO0368,62000CJ0050,N67
62005CO0368,62002CJ0263,N58
62005CO0368,62002CJ0263,N67
62005CO0368,62002CO0360,N37
62005CO0368,62002CO0360,N46
62005CO0368,62004CO0482,N37
62005CO0368,62004CO0482,N46
62005CO0368,62005CO0338,N63
62004CO0231,62003CJ0347,N5
62005CO0336,61990CJ0018,N39
62005CO0336,61990CJ0018,N44
62005CO0336,61990CJ0018,N50
62005CO0336,61991CJ0282,N54
62005CO0336,61993CJ0058,N39
62005CO0336,61993CJ0058,N50
62005CO0336,61994CJ0103,N39
62005CO0336,61994CJ0103,N50
62005CO0336,61994CJ0103,N60
62005CO0336,61995CJ0126,N39
62005CO0336,61995CJ0126,N50
62005CO0336,61995CJ0126,N55
62005CO0336,61995CJ0126,N56
62005CO0336,61995CJ0126,N57
62005CO0336,61996CJ0248,N47
62005CO0336,61996CJ0262,N41
62005CO0336,61996CJ0262,N56
62005CO0336,61996CJ0262,N63
62005CO0336,61997CJ0113,N39
62005CO0336,61997CJ0113,N50
62005CO0336,61997CJ0113,N56
62005CO0336,61997CJ0113,N57
62005CO0336,61997CJ0113,N60
62005CO0336,61998CJ0379,N32
62005CO0336,62000CJ0112,N32
62005CO0336,62000CJ0112,N64
62005CO0336,62000CJ0162,N54
62005CO0336,62001CJ0422,N63
62005CO0336,62002CO0023,N39
62005CO0336,62002CO0023,N44
62005CO0336,62002CO0023,N50
62005CO0336,62002CO0023,N55
62005CO0336,62002CO0023,N56
62005CO0336,62002CO0023,N57
62005CO0336,62002CO0358,N39
62005CO0336,62002CO0358,N50
62005CO0336,62004CJ0185,N63
62002CO0023,61990CJ0018,N22
62002CO0023,61990CJ0018,N23
62002CO0023,61990CJ0018,N24
62002CO0023,61990CJ0018,N25
62002CO0023,61990CJ0018,N27
62002CO0023,61990CJ0018,N35
62002CO0023,61990CJ0018,N37
62002CO0023,61990CJ0018,N39
62002CO0023,61990CJ0018,N40
62002CO0023,61993CJ0058,N22
62002CO0023,61993CJ0058,N23
62002CO0023,61994CJ0103,N22
62002CO0023,61994CJ0103,N23
62002CO0023,61995CJ0126,N22
62002CO0023,61995CJ0126,N23
62002CO0023,61995CJ0126,N30
62002CO0023,61995CJ0126,N31
62002CO0023,61995CJ0126,N32
62002CO0023,61996CJ0262,N31
62002CO0023,61996CJ0262,N38
62002CO0023,61997CJ0113,N22
62002CO0023,61997CJ0113,N23
62002CO0023,61997CJ0113,N31
62002CO0023,61997CJ0113,N32
62001CO0406,61985CJ0152,N14
62001CO0406,61985CJ0152,N20
62001CO0404,61968CO0027,N61
62001CO0404,61980CO0174,N70
62001CO0404,61983CO0120,N70
62001CO0404,61986CO0294,N70
62001CO0404,61987CO0077,N67
62001CO0404,61988CO0229,N70
62001CO0404,61989CO0069,N67
62001CO0404,61989CO0358,N67
62001CO0404,61991CO0213,N69
62001CO0404,61992CJ0136,N53
62001CO0404,61994CO0006,N67
62001CO0404,61995CJ0390,N57
62001CO0404,61995CO0149,N51
62001CO0404,61995CO0399,N61
62001CO0404,61996CO0393,N61
62001CO0404,61999CO0329,N63
62001CO0404,62001CO0172,N62
62001CO0404,62001CO0172,N63
62000CO0430,61999CO0111,N33
61999CO0307,61979CJ0812,N30
61999CO0307,61987CJ0070,N27
61999CO0307,61989CJ0069,N27
61999CO0307,61996CJ0149,N24
61999CO0307,61996CJ0149,N25
61999CO0307,61996CJ0149,N27
61999CO0307,61996CJ0149,N29
61999CO0307,61998CJ0300,N25
62000CO0317,61979CJ0044,N19
62000CO0317,61979CJ0044,N20
62000CO0317,61979CJ0044,N58
62000CO0317,61979CJ0044,N32
62000CO0317,61988CJ0005,N18
62000CO0317,61988CJ0005,N58
62000CO0317,61993CJ0280,N78
62000CO0317,61993CJ0280,N58
62000CO0317,61995CJ0084,N23
62000CO0317,61995CJ0084,N60
62000CO0317,61995CJ0084,N22
62000CO0317,61995CJ0084,N59
62000CO0317,61995CJ0084,N21
62000CO0317,61995CJ0084,N58
61998CO0377,61997CO0117,N24
61998CO0377,61997CO0117,N41
61998CO0377,61998CO0043,N47
61998CO0377,61998CO0043,N45
61998CO0377,61998CO0159,N62
61998CO0377,61998CO0159,N45
61998CO0377,61999CO0329,N75
61998CO0377,61999CO0329,N50
61998CO0377,61999CO0335,N67
61998CO0377,61999CO0335,N51
61998CO0017,61989CJ0260,N41
61998CO0017,61989CJ0260,N8
61998CO0017,61990CJ0163,N18
61998CO0017,61991CJ0002,N18
61998CO0017,61993CJ0312,N18
61998CO0017,61996CJ0262,N18
61998CO0364,61995CO0149,N18
61998CO0364,61995CO0149,N53
61998CO0364,61995CO0149,N23
61998CO0364,61995CO0149,N44
61998CO0364,61995CO0149,N22
61998CO0364,61995CO0149,N43
61998CO0364,61996CO0393,N41
61998CO0364,61996CO0393,N49
61998CO0364,61997CO0110,N33
61998CO0364,61997CO0110,N49
61998CO0364,61997CO0110,N28
61998CO0364,61998CO0159,N68
61998CO0364,61998CO0159,N53
61998CO0363,61995CO0149,N22
61998CO0363,61995CO0149,N49
61998CO0363,61995CO0149,N18
61998CO0363,61995CO0149,N59
61998CO0363,61995CO0149,N23
61998CO0363,61995CO0149,N50
61998CO0363,61996CO0393,N41
61998CO0363,61996CO0393,N55
61998CO0363,61997CO0110,N28
61998CO0363,61997CO0110,N55
61998CO0363,61997CO0110,N33
61998CO0363,61998CO0159,N68
61998CO0363,61998CO0159,N59
61998CO0159,61992CJ0136,N66
61998CO0159,61992CJ0136,N68
61998CO0159,61996CO0030,N53
61998CO0159,61996CO0030,N68
61998CO0159,61996CO0148,N22
61998CO0159,61996CO0148,N56
61998CO0159,61996CO0268,N31
61998CO0159,61996CO0268,N111
61998CO0159,61996CO0268,N43
61998CO0159,61996CO0268,N56
61998CO0159,61996CO0268,N44
61998CO0159,61996CO0268,N52
61998CO0159,61996CO0268,N70
61998CO0159,61996CO0393,N40
61998CO0159,61996CO0393,N32
61998CO0159,61997CO0248,N18
61998CO0159,61997CO0248,N111
61998CO0159,61997CO0248,N20
61998CO0159,61997CO0248,N70
61998CO0159,61998CO0043,N40
61998CO0159,61998CO0043,N111
61998CO0043,61995CJ0068,N38
61998CO0043,61995CJ0068,N42
61998CO0043,61995CJ0068,N55
61998CO0043,61995CJ0068,N39
61998CO0043,61995CO0012,N12
61998CO0043,61995CO0012,N36
61998CO0043,61995CO0149,N18
61998CO0043,61995CO0149,N34
61998CO0043,61996CO0268,N44
61998CO0043,61996CO0268,N34
61997CO0110,61995CO0149,N22
61997CO0110,61995CO0149,N24
61997CO0110,61995CO0149,N23
61997CO0110,61995CO0149,N25
61997CO0110,61996CO0180,N45
61997CO0110,61996CO0180,N25
61995CO0051,61970CJ0025,N23
61995CO0051,61970CJ0025,N20
61995CO0051,61970CJ0025,N25
61995CO0051,61970CJ0025,N22
61995CO0051,61988CJ0152,N16
61995CO0051,61988CJ0152,N27
61995CO0051,61990CJ0090,N12
61995CO0051,61990CJ0090,N17
61995CO0051,61995CO0173,N20
61995CO0051,61995CO0173,N33
61995CO0293,61993CO0338,N17
61995CO0293,61993CO0338,N45
61995CO0293,61993CO0338,N19
61995CO0293,61993CO0338,N18
61995CO0293,61994CO0325,N28
61995CO0293,61994CO0325,N18
61995CO0019,61992CJ0136,N49
61995CO0019,61992CJ0136,N39
61995CO0019,61992CJ0136,N48
61995CO0019,61992CJ0136,N66
61995CO0019,61992CJ0136,N40
61995CO0019,61992CJ0136,N59
61995CO0019,61995CO0087,N30
61995CO0019,61995CO0087,N38
61995CO0019,61995CO0173,N20
61995CO0019,61995CO0173,N37
61994CO0120(01),61994CO0120,N2
61995CO0245(01),61986CO0150,N9
61995CO0245(01),61987CJ0174,N8
61995CO0245,61991CJ0244,N7
61994CO0120,61968CJ0013,N47
61994CO0120,61978CJ0007,N34
61994CO0120,61978CJ0007,N49
61994CO0120,61983CJ0231,N33
61994CO0120,61983CJ0231,N49
61994CO0120,61984CJ0222,N27
61994CO0120,61984CJ0222,N49
61994CO0120,61993CO0280,N22
61994CO0120,61993CO0280,N89
61993CO0428,61980CJ0126,N16
61993CO0428,61988CO0286,N10
61993CO0428,61988CO0286,N16
61993CO0428,61992CO0386,N2
61994CO0006,61984CO0258,N14
61994CO0006,61985CO0250,N14
61994CO0006,61985CO0250,N16
61994CO0006,61987CO0077,N14
61994CO0006,61987CO0077,N16
61994CO0006,61989CO0069,N16
61994CO0006,61989CO0358,N16
61993CO0388,61956CJ0008,N10
61992CO0429,61987CJ0206,N15
61992CO0429,61988CO0191,N15
61993CO0257(01),61993CO0257,N5
61993CO0276,61986CJ0026,N9
61993CO0276,61992CO0131,N8
61993CO0257,61971CJ0005,N14
61993CO0257,61986CJ0026,N9
61993CO0257,61992CO0131,N8
61992CO0386,61980CO0138,N3
61992CO0386,61985CJ0338,N10
61992CO0386,61985CJ0338,N2
61992CO0386,61985CJ0338,N11
61992CO0386,61985CO0318,N3
61992CO0386,61986CJ0014,N3
61992CO0386,61990CJ0320,N6
61992CO0386,61990CJ0320,N3
61992CO0386,61991CJ0083,N2
61990CO0257,61990CO0051,N15
61989CO0358,61987CO0077,N20
61989CO0069,61987CO0077,N10
61988CO0191(01),61962CJ0025,N20
61987CO0205,61977CJ0118,N13
61987CO0205,61981CJ0307,N16
